,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
50,0.330922305,0.333071631,0.331749853,0.333325282,0.329788797,0.332326515,0.33495394,0.33561289,0.336252061,0.337285892,0.338023426,0.337388943,0.339770463,0.340225472,0.342561454,0.344371731,0.344125181,0.34615991,0.347964446,0.35018445,0.349835868,0.347242619,0.348104708,0.346551511,0.348914722,0.348282558,0.350340771,0.351171258,0.351809742,0.352194165,0.35254109,0.348637456,0.349932268,0.352211137,0.354297033,0.355215126,0.357446116,0.359540284,0.358337484,0.356818346,0.358957535,0.355548906,0.356266312,0.358440435,0.358246209,0.360139448,0.36051855,0.358522978,0.360344703,0.362012023,0.363876738,0.366001331,0.346489655,0.347332325,0.347118703,0.349187409,0.350756335,0.348099341,0.350169347,0.35121456,0.347187057,0.347953797,0.344976197,0.34481447,0.346561744,0.345196458,0.347250234,0.344918475,0.346957755,0.342770577,0.344586583,0.346597119,0.348279827,0.347066101,0.346994771,0.348707587,0.349917808,0.351775667,0.352896924,0.354653954,0.354930172,0.356357458,0.358213765,0.360020739,0.359349201,0.358593867,0.359337959,0.360065632,0.359901562,0.359973702,0.361839189,0.363514485,0.363066639,0.364930921,0.364897294,0.363225284,0.364207993,0.365947068,0.3656727,0.359470153,0.343220941
51,0.328450419,0.330618379,0.329301145,0.33089267,0.327351787,0.329909246,0.332556611,0.333227593,0.333878625,0.334925766,0.335675353,0.335047512,0.337447268,0.337912962,0.340266754,0.342092699,0.341853877,0.343904916,0.345724771,0.347961541,0.347619979,0.345025322,0.345898859,0.344348078,0.346728141,0.346101692,0.348175433,0.349016853,0.349665493,0.350059078,0.350414963,0.346504935,0.347812031,0.350106611,0.35220742,0.353136179,0.355382398,0.357491207,0.356291377,0.35477408,0.356927847,0.353514429,0.354241357,0.35642996,0.356241976,0.358148562,0.358535753,0.356540137,0.358374759,0.360054367,0.361931952,0.3640702,0.344499727,0.345351838,0.345144087,0.347226181,0.348806758,0.346147437,0.348230629,0.349285594,0.345251256,0.34602677,0.34304577,0.342889748,0.34464883,0.343285299,0.345351743,0.343018604,0.345070388,0.340875932,0.342703644,0.344726424,0.346420271,0.345208563,0.345142798,0.346866684,0.348086352,0.349955598,0.351085905,0.35285388,0.353136447,0.354573553,0.356440925,0.358258747,0.357590503,0.356838191,0.35758979,0.358324876,0.358165512,0.358243033,0.360119192,0.361804533,0.36136041,0.363235193,0.363206441,0.361534486,0.362524989,0.364274012,0.364003699,0.357788049,0.341496857
52,0.325829149,0.328016498,0.326704444,0.32831279,0.324768063,0.327346005,0.330014046,0.330697731,0.331361285,0.332422404,0.333184698,0.332564106,0.334982789,0.335459797,0.337832077,0.339674346,0.339443843,0.341511844,0.343347658,0.345601838,0.345267863,0.342672297,0.343557874,0.342010031,0.344407568,0.343787371,0.345877244,0.346730165,0.347389517,0.34779281,0.348158196,0.344242199,0.345562136,0.347873005,0.349989293,0.350929251,0.353191262,0.355315265,0.354118871,0.352603874,0.354772759,0.351354958,0.352091908,0.354295521,0.354114249,0.356034698,0.356430454,0.354435214,0.356283235,0.357975626,0.359866577,0.36201898,0.342389717,0.343251735,0.343050291,0.345146259,0.346738956,0.344077683,0.346174537,0.347239702,0.343198865,0.343983591,0.340999545,0.340849641,0.342620978,0.341259583,0.343339143,0.34100498,0.343069711,0.338868292,0.340708141,0.342743596,0.344449005,0.343239678,0.343179861,0.344915232,0.346144748,0.348025792,0.349165544,0.350944867,0.351234158,0.352681476,0.354560309,0.356389373,0.355724768,0.354975821,0.355735293,0.356478155,0.356323844,0.356407094,0.3582943,0.359990057,0.359549989,0.361435643,0.361412099,0.359740503,0.360739147,0.362498477,0.362232539,0.356004006,0.339670886
53,0.32376254,0.325967182,0.324658113,0.326281195,0.322730391,0.325326796,0.328013511,0.328707847,0.32938189,0.33045498,0.331227978,0.330612605,0.333048292,0.333534647,0.33592352,0.337780215,0.337556086,0.339639186,0.3414891,0.343758859,0.343430579,0.340832162,0.341727947,0.340181157,0.342594405,0.341978626,0.344082885,0.344945539,0.345613844,0.346025089,0.346398232,0.342474424,0.343805507,0.346131007,0.348261125,0.349210611,0.351486788,0.353624367,0.352429721,0.350915337,0.353097757,0.349673862,0.350419237,0.352636309,0.352460151,0.354392927,0.354795685,0.35279921,0.354659122,0.356362794,0.358265622,0.360430705,0.340740698,0.341611142,0.341414511,0.343522919,0.345126301,0.342461555,0.344570663,0.345644607,0.341595752,0.342388281,0.339399712,0.339254516,0.341036747,0.339676071,0.341767409,0.339430803,0.34150716,0.337297336,0.339148013,0.341194847,0.342910521,0.341702229,0.341647044,0.343392629,0.344630718,0.346522306,0.347670241,0.349459672,0.349754422,0.351210718,0.353099796,0.354938888,0.354276673,0.353529843,0.354295979,0.355045414,0.354894941,0.354982719,0.356879811,0.358584824,0.35814762,0.360043002,0.360023497,0.358351068,0.359356716,0.361125231,0.360862522,0.354619866,0.338243415
54,0.322568361,0.324786875,0.323477283,0.325111717,0.321551311,0.324162878,0.326864996,0.327566674,0.32824792,0.329329733,0.330110205,0.329496803,0.331946363,0.332438898,0.334841277,0.336709319,0.336488447,0.338583619,0.340444622,0.342726983,0.342401368,0.339797029,0.340700074,0.33915134,0.341577435,0.340963148,0.343078962,0.343948503,0.344622931,0.345039312,0.345417414,0.341482904,0.342822403,0.345159848,0.347301121,0.348257451,0.350545162,0.352693699,0.351498117,0.349981673,0.352175065,0.348742394,0.349493632,0.351721654,0.351548061,0.35349068,0.353897938,0.351897687,0.353767056,0.355479587,0.357391892,0.359567276,0.339813665,0.340690162,0.340495962,0.342614493,0.344226247,0.341555639,0.34367473,0.344755176,0.340695928,0.341494006,0.338498593,0.338355858,0.340146794,0.338784595,0.340885555,0.33854427,0.340630124,0.336409652,0.33826905,0.340325173,0.342049028,0.340839643,0.340786996,0.342540749,0.34378537,0.345685484,0.346839583,0.348637125,0.348935323,0.350398621,0.352295984,0.354143159,0.353481351,0.352734669,0.353505535,0.354259623,0.354111064,0.354201459,0.35610657,0.357818981,0.357382755,0.359286031,0.359268707,0.357593572,0.358604405,0.360380313,0.360119014,0.353860325,0.337438476
55,0.322235738,0.324464708,0.323151086,0.32479349,0.321219957,0.323843391,0.326557644,0.327263358,0.327948527,0.329035821,0.32982054,0.329205862,0.331666169,0.332161723,0.334574528,0.336450845,0.336230118,0.338334342,0.34020343,0.342495423,0.34216945,0.339556125,0.340463487,0.33890982,0.341345907,0.340730191,0.342854736,0.343728329,0.344406057,0.344824767,0.345205039,0.341256945,0.342602137,0.344948848,0.347098613,0.348059112,0.350355733,0.35251262,0.351313428,0.349792262,0.351994074,0.348549953,0.349304502,0.351540976,0.351367407,0.353317399,0.353726666,0.351720108,0.353596511,0.355315491,0.357234883,0.359418199,0.339598133,0.340478319,0.340284178,0.342410529,0.344028356,0.341349506,0.343476322,0.344561002,0.340488998,0.341290382,0.338285815,0.33814331,0.339940772,0.338574819,0.340683257,0.338335072,0.340428306,0.336194954,0.338060978,0.340124311,0.341854277,0.34064168,0.340589492,0.342349381,0.343598504,0.345505139,0.346663396,0.348467067,0.348766716,0.35023505,0.352138755,0.353992078,0.353328707,0.352580215,0.353353894,0.354110725,0.353962168,0.354053283,0.35596456,0.357682524,0.357245403,0.359154752,0.359137767,0.357458063,0.358472278,0.360253798,0.359992103,0.353715485,0.337246181
56,0.342371758,0.344527037,0.343125808,0.344693386,0.341024433,0.343578308,0.346223929,0.346853497,0.347463045,0.348476924,0.34918761,0.348493953,0.350888009,0.351310126,0.353657558,0.355466923,0.355171635,0.357210849,0.359014525,0.361243226,0.360844452,0.358150183,0.35899055,0.357361106,0.359736986,0.359050083,0.361114198,0.361923159,0.36253601,0.362889364,0.363204621,0.359176132,0.360460835,0.362751139,0.364844192,0.365744095,0.367985362,0.370086791,0.368820551,0.367231669,0.369379447,0.365861723,0.366557973,0.368741755,0.368507437,0.370404502,0.370755859,0.368683434,0.370507813,0.372174586,0.374042814,0.376176218,0.356231736,0.35705852,0.35680771,0.358885585,0.360453556,0.357710812,0.35979018,0.360824265,0.356684925,0.357435502,0.354367943,0.354172243,0.355923196,0.354500734,0.35656431,0.354157131,0.356206078,0.351908382,0.353730023,0.355749888,0.3574356,0.356169689,0.356068197,0.357784809,0.35898932,0.360853686,0.361967597,0.363729211,0.363982392,0.365408165,0.367270915,0.36908338,0.368371682,0.367574897,0.36830522,0.369018907,0.368824723,0.368871212,0.370743614,0.372422355,0.371939794,0.373810978,0.373750323,0.372022274,0.3729964,0.374740331,0.374435259,0.36809788,0.351538366
57,0.342566629,0.344730008,0.343322178,0.344895376,0.341210623,0.343774123,0.346429662,0.347060939,0.347672102,0.3486892,0.349401871,0.348704612,0.351107298,0.351530214,0.353885988,0.355701528,0.355404178,0.357450396,0.35926011,0.361496439,0.361095167,0.358389658,0.359232309,0.357595778,0.359979737,0.35928934,0.361360289,0.362171351,0.362785557,0.363139295,0.363454793,0.359410574,0.360699124,0.362996917,0.365096688,0.365998936,0.368247375,0.37035542,0.369083679,0.367488183,0.369642691,0.36611156,0.366809386,0.368999973,0.368763926,0.370666728,0.371018396,0.368937863,0.370767675,0.372439299,0.374313037,0.376452821,0.356439326,0.357268216,0.357015845,0.359100037,0.360672565,0.357919882,0.360005505,0.36104232,0.356888504,0.357640892,0.354562531,0.354365546,0.356121607,0.354693848,0.356763516,0.354347876,0.356402836,0.352090641,0.353917554,0.355943291,0.357633772,0.356363198,0.356260769,0.357982204,0.359189892,0.36105949,0.362176248,0.363942715,0.36419602,0.365625557,0.367493401,0.369310774,0.368596186,0.367796269,0.368528147,0.369243331,0.369047874,0.369093828,0.370971214,0.372654326,0.372169619,0.374045718,0.373984181,0.372250293,0.373226633,0.374975043,0.374668378,0.368311674,0.351702972
58,0.35247316,0.35460441,0.353149959,0.354689188,0.350949195,0.353483408,0.356110274,0.356704914,0.357279655,0.358262253,0.358939482,0.358201447,0.360575981,0.360963143,0.363291055,0.365076832,0.364741698,0.366759544,0.368540192,0.370749324,0.370310921,0.367559736,0.368370603,0.366693103,0.369051633,0.368324397,0.370369166,0.371149524,0.371732521,0.372054315,0.372337962,0.368246041,0.369506845,0.371780792,0.373856168,0.374729845,0.376954796,0.379039017,0.377731465,0.376099254,0.378230704,0.374656444,0.375326444,0.377494676,0.377227887,0.379107667,0.379431051,0.377313956,0.379121038,0.380769542,0.382621016,0.384739604,0.36462919,0.365432957,0.365151956,0.367215633,0.368766056,0.365976855,0.368042439,0.369055842,0.364861468,0.365589867,0.362474993,0.362251244,0.363987141,0.362528912,0.36457974,0.362130771,0.364167134,0.359815857,0.361623743,0.363631215,0.365302472,0.364003339,0.363876252,0.365578976,0.366766445,0.36861804,0.369714541,0.371462915,0.37169351,0.373104144,0.374954563,0.376754463,0.376014696,0.375189491,0.375900936,0.37659576,0.376377291,0.376401107,0.378262039,0.379928209,0.379420133,0.381280092,0.381196711,0.379436117,0.380393977,0.382126306,0.381797577,0.375401092,0.358722689
59,0.353635425,0.355770713,0.354305387,0.355846202,0.352086057,0.354625997,0.357258921,0.357851309,0.358423735,0.359405682,0.36008104,0.359335485,0.361714962,0.36209914,0.364431763,0.36622008,0.365879149,0.367900434,0.369683571,0.371896834,0.371452308,0.368686152,0.36949581,0.367807612,0.370170872,0.369436642,0.37148493,0.372264027,0.372845033,0.373163876,0.373444454,0.369333279,0.370594723,0.372873031,0.374952008,0.375824874,0.378053934,0.380141725,0.378825471,0.377183454,0.379318657,0.375727746,0.376396318,0.378568445,0.378296919,0.380179554,0.380500311,0.378372076,0.380181767,0.381832312,0.383686515,0.385808734,0.365625538,0.366428646,0.366143288,0.368210612,0.369762918,0.366960926,0.369030152,0.370043641,0.365831935,0.366559528,0.363431083,0.363203428,0.364941912,0.363475745,0.365530192,0.363070114,0.36511005,0.360741584,0.362552325,0.364563278,0.366236912,0.36493062,0.364800164,0.366505368,0.367693667,0.369548186,0.370645212,0.372396157,0.37262455,0.374036683,0.375889961,0.377692546,0.376947584,0.376116953,0.376827733,0.377521846,0.377299877,0.377320953,0.379184745,0.380853168,0.380340762,0.382203551,0.382117146,0.380348526,0.381306521,0.38304129,0.382708871,0.376290764,0.359560538
60,0.353031324,0.355178073,0.353709111,0.355258793,0.351485538,0.354038402,0.356684525,0.357281675,0.357858744,0.358846954,0.359527287,0.358780963,0.361172176,0.361560047,0.363904065,0.365701536,0.365361304,0.367392547,0.369184633,0.37140845,0.370964093,0.368189142,0.369003826,0.367311045,0.36968522,0.368950045,0.371007935,0.371791771,0.372376738,0.372698529,0.37298189,0.368857151,0.370125031,0.372413479,0.374501789,0.375379502,0.377618322,0.379715289,0.378395811,0.376749417,0.378893862,0.375291603,0.375964121,0.378145516,0.377874527,0.379765306,0.380088652,0.377954393,0.379771872,0.381429596,0.383291637,0.385422565,0.365171103,0.365978533,0.365693739,0.367769653,0.369328739,0.36651872,0.368596431,0.369614793,0.365390393,0.366121895,0.362984481,0.362757553,0.36450327,0.363033712,0.365096372,0.36262965,0.364677692,0.360296405,0.36211447,0.364133348,0.365813768,0.364504636,0.364375128,0.366087137,0.367280552,0.369142271,0.370244053,0.372001787,0.372232138,0.373649928,0.375510206,0.377319589,0.376573472,0.375741427,0.376455561,0.377152954,0.376931436,0.376953703,0.378824297,0.380498887,0.379986002,0.38185549,0.381769874,0.379996985,0.380958901,0.382699886,0.382367493,0.375931355,0.359152695
61,0.351060362,0.353224413,0.351757479,0.35332175,0.349540876,0.352112324,0.354777263,0.355384677,0.355971844,0.356971742,0.357662421,0.356920607,0.359328895,0.35972569,0.362086356,0.363898173,0.363563724,0.365610041,0.367416145,0.369655556,0.369216292,0.366437359,0.367261952,0.36556936,0.367959305,0.367227911,0.369300173,0.370093448,0.37068703,0.371016384,0.371307106,0.367173226,0.368452079,0.370755199,0.372857334,0.373744319,0.37599733,0.378107866,0.376789436,0.375142897,0.377300882,0.373691396,0.37437206,0.376566931,0.376300596,0.378203661,0.378533668,0.376397369,0.378226689,0.379895612,0.381769485,0.383913098,0.363596785,0.364412427,0.364132036,0.366220408,0.367790103,0.364975759,0.367065744,0.368092717,0.363859219,0.364598314,0.361455502,0.361232915,0.362989497,0.361520085,0.363594547,0.361124651,0.363184343,0.358793618,0.360622501,0.362652777,0.364343427,0.363034815,0.362909616,0.36463181,0.365833687,0.367705943,0.368815783,0.370583599,0.37081915,0.372245842,0.374116354,0.375935747,0.375191616,0.374361279,0.375081896,0.375785682,0.375567689,0.375594208,0.377474679,0.379158489,0.37864812,0.380527328,0.380445465,0.378671225,0.379640011,0.381390158,0.381060682,0.374609278,0.357784753
62,0.348538673,0.350722495,0.349259909,0.350841175,0.347054883,0.349647317,0.352333454,0.352953424,0.353552962,0.354566813,0.355270077,0.354534945,0.356962563,0.357370456,0.359749985,0.361578328,0.361251758,0.363315301,0.36513755,0.36739468,0.36696253,0.364181555,0.365018087,0.363327624,0.365735383,0.365009707,0.367098345,0.367903008,0.368507136,0.368845958,0.369145933,0.365004664,0.366296381,0.368616076,0.37073392,0.371632014,0.373901074,0.376027019,0.374711371,0.373066401,0.375239729,0.371624653,0.3723152,0.37452531,0.374265315,0.376182396,0.376520741,0.374384006,0.376226856,0.377908652,0.379796025,0.381953983,0.361573929,0.362399394,0.362124977,0.364227423,0.365809318,0.36299213,0.36509597,0.366133102,0.361891922,0.362640129,0.359493343,0.359276573,0.361045531,0.359577696,0.361665459,0.359193778,0.361266597,0.356867764,0.358708917,0.36075204,0.36245435,0.361147616,0.361028102,0.362761883,0.363973606,0.365857786,0.366977046,0.368756311,0.368998391,0.370435327,0.372317414,0.37414815,0.37340728,0.372579915,0.373308302,0.374019758,0.373806543,0.373838562,0.375730187,0.377424481,0.376917843,0.378808021,0.378731121,0.3769567,0.377933568,0.379694095,0.379368711,0.3729031,0.356033579
63,0.348718713,0.350911025,0.349441473,0.35102862,0.347225701,0.349828225,0.352524757,0.353146499,0.353747709,0.354764918,0.355470243,0.35473131,0.357167961,0.35757667,0.359964927,0.361799725,0.361470971,0.363541833,0.365370389,0.367635488,0.3672007,0.364407931,0.365246837,0.363548935,0.365965136,0.365235786,0.36733156,0.368138404,0.368743934,0.369083143,0.369383354,0.365225624,0.366521351,0.368848863,0.370973714,0.371874246,0.374150785,0.376283628,0.374962221,0.373310332,0.375490676,0.371861593,0.372553777,0.374770979,0.374509172,0.376432229,0.376770888,0.37462569,0.376474197,0.378161044,0.380054154,0.382218754,0.361766768,0.362594429,0.362318388,0.364427416,0.366014061,0.363186523,0.36529688,0.366336857,0.362080608,0.362830707,0.359672683,0.359454584,0.361228863,0.359755524,0.361849633,0.359369158,0.361448238,0.357034338,0.358880981,0.360930218,0.362637493,0.361325923,0.361205444,0.362944247,0.364159279,0.366048903,0.367171128,0.368955442,0.369197658,0.370638511,0.372525894,0.374361731,0.37361787,0.372787261,0.373517271,0.374230287,0.37401576,0.374047232,0.375944036,0.377642872,0.377134016,0.379029298,0.378951491,0.377171025,0.378150197,0.379915374,0.379588349,0.373102722,0.356182249
64,0.346533614,0.348744554,0.347277955,0.348880928,0.345071054,0.347693483,0.350410145,0.351043241,0.351655627,0.352685631,0.353402369,0.352668859,0.355123799,0.355542439,0.357948529,0.359798793,0.359476728,0.361563786,0.363407447,0.365689258,0.36526042,0.362464308,0.363314084,0.361617095,0.364050149,0.363325377,0.365436559,0.366253755,0.36686879,0.367216418,0.367524838,0.363358432,0.364666049,0.367009227,0.369148871,0.370059534,0.372351226,0.37449858,0.373178877,0.37152747,0.373722279,0.370086429,0.370787553,0.373019136,0.372762688,0.374698897,0.375044957,0.372898266,0.374759455,0.376458321,0.378364092,0.380542218,0.360024583,0.360861198,0.360590217,0.362712523,0.364310552,0.361479152,0.363602583,0.364651891,0.360386897,0.361145279,0.357982281,0.357769139,0.359555028,0.35808236,0.360189026,0.357705827,0.3597973,0.355374281,0.357232459,0.35929382,0.361012022,0.359701474,0.359585878,0.361335549,0.362559691,0.364460534,0.365591447,0.367386508,0.367634492,0.369084882,0.370983154,0.37282965,0.372088267,0.371259849,0.371996914,0.372716887,0.372506394,0.372542636,0.374449938,0.376158598,0.375652735,0.377558343,0.377484783,0.375703364,0.37668995,0.378464872,0.37814123,0.371640473,0.354673717
